c,cleaned_mno,test_status,QOS_SignalStrength,Connection_Category_clean
1,raw_Sky Mobile_O2,0,-82.0,5G NSA
1,raw_Vodafone_50+,0,-106.0,4
1,raw_Vodafone_TalkMobile,0,-94.0,4
1,raw_Tesco Mobile_O2,1,-118.0,4
1,raw_Talk Talk_EE,0,-118.0,4
7,raw_EE_LycaMobile,0,-86.0,4
2,raw_O2_LB,0,-86.0,4
6,raw_EE_LycaMobile,0,-102.0,4
1,raw_Proximus_Virgin Media Ireland,0,-98.0,4
6,raw_Vodafone_Lebara,0,-110.0,4
14,raw_Ecotalk_EE,0,-118.0,4
1,raw_Lebara_Three Mobile,0,-82.0,4
1,raw_O2_LB,0,-104.0,4
1,raw_Plus_LycaMobile,6,-96.0,4
1,raw_Lebara_EE,1,-108.0,4
3,raw_Lebara_EE,0,-96.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-96.0,3
1,raw_Lebara_Vodafone,3,-122.0,4
1,raw_iD Mobile_iD,1,-114.0,3
1,raw_One NZ_Vodafone,0,-120.0,5G NSA
2,raw_Superdrug Mobile_Three Mobile,0,-88.0,4
1,raw_O2_LB,6,-112.0,4
1,raw_giffgaff_O2 - UK,3,-102.0,4
2,raw_iD Mobile_iD,0,-120.0,4
3,raw_EE_LycaMobile,0,-80.0,4
1,raw_giffgaff_O2 - UK,5,-84.0,3
1,raw_Telia_Halebop,0,-94.0,4
2,raw_Lebara_Three Mobile,1,-114.0,4
29,raw_giffgaff_O2 - UK,0,-102.0,4
1,raw_giffgaff_O2 - UK,0,-62.0,4
1,raw_Ecotalk_EE,0,-66.0,4
1,raw_Odido_Ben,1,-114.0,4
2,raw_Lebara_vodafone UK,6,-110.0,4
1,raw_iD Mobile_iD,3,-112.0,4
1,raw_Antel_Ancel,1,-86.0,4
4,raw_SMARTY_SMARTY,0,-52.0,3
1,raw_Talk Talk_EE,-1,-110.0,4
2,raw_SFR_La Poste,0,-100.0,4
3,raw_Lebara_EE,1,-116.0,4
1,raw_Popit Mobile_EE,0,-90.0,4
1,raw_Talkmobile_vodafone UK,0,-110.0,4
1,raw_Lebara_Vodafone,3,-124.0,4
2,raw_giffgaff_O2 - UK,0,-80.0,4
1,raw_Yoigo_Vivamovil,0,-104.0,4
45,raw_giffgaff_O2 - UK,0,-100.0,4
4,raw_One NZ_Vodafone,0,-108.0,4
2,raw_Lebara_vodafone UK,0,-104.0,4
3,raw_Talk Talk_EE,0,-76.0,4
2,raw_Talkmobile_vodafone UK,0,-112.0,4
2,raw_WindTre_3,0,-100.0,4
1,raw_EE_LycaMobile,0,-120.0,4
1,raw_Ecotalk_EE,1,-104.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-112.0,4
1,raw_Nova_Nova,0,-100.0,4
1,raw_EE_LycaMobile,0,-76.0,4
1,raw_SMARTY_SMARTY,-1,-114.0,4
1,raw_iD Mobile_iD,-1,-116.0,4
1,raw_giffgaff_O2 - UK,-1,-78.0,4
1,raw_Unicom_EE,-1,-94.0,4
1,raw_Superdrug Mobile_Three Mobile,1,-106.0,4
2,raw_Ecotalk_EE,0,-90.0,4
1,raw_SMARTY_SMARTY,0,-114.0,4
1,raw_Telekom_fraenk,-1,-96.0,4
1,raw_Lebara_EE,0,-88.0,4
2,raw_iD Mobile_iD,0,-124.0,4
1,raw_Proximus_Virgin Media Ireland,1,-110.0,4
2,raw_Lebara_Vodafone,0,-86.0,5G NSA
1,raw_Ecotalk_EE,-1,-122.0,4
1,raw_Telia_Telia Sverige AB,0,-84.0,4
1,raw_Lebara_Vodafone,6,-110.0,4
1,raw_Popit Mobile_EE,0,-94.0,5G NSA
5,raw_Lebara_Vodafone,0,-88.0,4
1,raw_giffgaff_O2 - UK,-1,-106.0,2
1,raw_Orange_SPOKNET,-1,-104.0,2
2,raw_Sky Mobile_O2,0,-94.0,4
1,raw_Lebara_EE,1,-102.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-78.0,3
1,raw_Sky Mobile_O2,0,-86.0,4
3,raw_iD Mobile_iD,0,-90.0,4
1,raw_PrimeTel_PrimeTel,0,-98.0,4
8,raw_Ecotalk_EE,0,-98.0,4
23,raw_Ecotalk_EE,1,-114.0,4
2,raw_One NZ_Vodafone,0,-106.0,5G NSA
1,raw_Lebara_Vodafone,0,-74.0,5G NSA
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-104.0,4
2,raw_One NZ_Vodafone,0,-98.0,4
1,raw_AT&T_Contennial Puerto Rio License Corp.,6,-98.0,4
1,raw_Popit Mobile_EE,3,-126.0,4
1,raw_Popit Mobile_EE,-1,-114.0,4
1,raw_One NZ_Vodafone,4,-88.0,5G NSA
2,raw_Ecotalk_EE,1,-124.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-76.0,3
6,raw_Lebara_Vodafone,0,-104.0,4
1,raw_3_Three,3,-110.0,3
1,raw_Lebara_Three Mobile,-1,-110.0,3
1,raw_giffgaff_O2 - UK,5,-92.0,3
1,raw_Popit Mobile_EE,0,-104.0,5G NSA
1,raw_One NZ_Vodafone,1,-114.0,5G NSA
1,raw_iD Mobile_iD,0,-74.0,4
1,raw_Vodafone_! $A! $oF Ç £q £,0,-106.0,4
2,raw_Nova_Nova,-1,-96.0,4
1,raw_EE_LycaMobile,1,-86.0,2
1,raw_Superdrug Mobile_Three Mobile,0,-120.0,4
1,raw_Sky Mobile_O2,0,-110.0,4
2,raw_3_Smarty,0,-98.0,4
2,raw_Ecotalk_EE,0,-88.0,4
1,raw_giffgaff_O2 - UK,0,-68.0,3
1,raw_Lebara_vodafone UK,3,-110.0,4
1,raw_iD Mobile_iD,3,-108.0,3
3,raw_Telia_Telia Sverige AB,0,-106.0,4
39,raw_Ecotalk_EE,0,-114.0,4
1,raw_Vodafone_Tal hf,0,-98.0,4
8,raw_iD Mobile_iD,0,-106.0,4
1,raw_Talk Talk_EE,-1,-116.0,4
3,raw_Lebara_EE,0,-114.0,4
1,raw_Vodafone_TalkMobile,-1,-118.0,4
1,raw_Lebara_Three Mobile,6,-112.0,4
1,raw_SMARTY_3,0,-116.0,4
1,raw_spusu_Spusu AT,1,-110.0,4
1,raw_Lebara_vodafone UK,0,-116.0,4
1,raw_Vodafone_Lebara,-1,-94.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-98.0,4
1,raw_spusu_Spusu AT,1,-92.0,3
1,raw_Vodafone_Lebara,1,-110.0,4
1,raw_Proximus_Tesco,3,-76.0,2
2,raw_Magenta-T-_Magenta Telekom,0,-98.0,4
4,raw_Popit Mobile_EE,0,-108.0,4
1,raw_Lebara_Vodafone,0,-68.0,5G NSA
5,raw_Talk Talk_EE,0,-102.0,4
1,raw_Talk Talk_EE,-1,-90.0,4
1,raw_Telia_Telia Sverige AB,0,-96.0,4
1,raw_Telia_Halebop,0,-96.0,4
16,raw_iD Mobile_iD,0,-102.0,4
1,raw_EE_1P Mobile,-1,-68.0,2
1,raw_Vodafone_Lebara,0,-90.0,5G NSA
4,raw_giffgaff_O2 - UK,0,-82.0,4
6,raw_Lebara_vodafone UK,0,-110.0,4
1,raw_Videotron_FIZZ,-1,-76.0,4
2,raw_Ecotalk_EE,0,-82.0,4
1,raw_Orange_EASYSIM4U,0,-80.0,4
1,raw_Lebara_Three Mobile,6,-114.0,4
4,raw_Vodafone_Lebara,0,-96.0,4
1,raw_Talk Talk_EE,6,-90.0,4
3,raw_Superdrug Mobile_Three Mobile,0,-100.0,4
1,raw_O2_giffgaff,-1,-88.0,4
1,raw_SMARTY_3,-1,-108.0,4
1,raw_O2_LB,0,-100.0,4
1,raw_Talk Talk_EE,1,-122.0,4
111,raw_giffgaff_O2 - UK,0,-96.0,4
1,raw_WindTre_3,0,-84.0,4
5,raw_Vodafone_Lebara,0,-98.0,4
1,raw_O2_LB,1,-90.0,4
2,raw_Talk Talk_EE,1,-120.0,4
1,raw_iD Mobile_iD,0,-72.0,3
1,raw_giffgaff_O2 - UK,6,-112.0,4
9,raw_Ecotalk_EE,1,-120.0,4
2,raw_Vodafone_Lebara,-1,-118.0,4
3,raw_Popit Mobile_EE,0,-110.0,4
7,raw_Vodafone_TalkMobile,0,-104.0,4
1,raw_giffgaff_O2 - UK,1,-108.0,4
1,raw_EE_Voda75,0,-116.0,4
1,raw_giffgaff_O2 - UK,6,-72.0,3
3,raw_3_iD Mobile,0,-102.0,4
1,raw_Ecotalk_EE,3,-110.0,4
1,raw_3_Smarty,-1,-116.0,4
1,raw_Vodafone_Lebara,-1,-106.0,4
1,raw_Antel_Ancel,0,-86.0,4
1,raw_AT&T_Contennial Puerto Rio License Corp.,0,-90.0,4
1,raw_O2_giffgaff,-1,-96.0,4
2,raw_Magenta-T-_T-Mobile/tele.ring,0,-114.0,4
2,raw_Lebara_EE,1,-118.0,4
1,raw_Lebara_EE,0,-106.0,4
1,raw_Lebara_Vodafone,1,-84.0,2
1,raw_3_Smarty,0,-106.0,4
1,raw_One NZ_Vodafone,0,-102.0,2
1,raw_Vodafone_Optima,0,-104.0,4
3,raw_EE_LycaMobile,0,-72.0,4
1,raw_Tesco Mobile_O2,1,-106.0,4
1,raw_Vodafone_TalkMobile,0,-72.0,4
1,raw_Vodafone_Lebara,0,-116.0,5G NSA
1,raw_EE_LycaMobile,5,-86.0,4
1,raw_Orange_eSIMsmart,0,-96.0,4
4,raw_Superdrug Mobile_Three Mobile,0,-74.0,4
7,raw_EE_LycaMobile,0,-98.0,4
1,raw_Vodafone_Lebara,1,-92.0,4
2,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-96.0,4
1,raw_Telia_Halebop,0,-70.0,4
2,raw_3_Three,0,-106.0,3
1,raw_Vodafone_TalkMobile,0,-80.0,5G NSA
2,raw_Popit Mobile_EE,0,-106.0,4
1,raw_Lebara_Vodafone,0,-118.0,5G NSA
7,raw_Talk Talk_EE,0,-90.0,4
2,raw_Talk Talk_EE,-1,-96.0,4
6,raw_Tesco Mobile_O2,0,-116.0,4
1,raw_O2_giffgaff,1,-106.0,4
4,raw_Superdrug Mobile_Three Mobile,0,-84.0,4
1,raw_Lebara_vodafone UK,1,-104.0,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-88.0,4
1,raw_Nova_Nova,-1,-84.0,4
1,raw_Orange_WOO-FI,1,-108.0,4
8,raw_EE_LycaMobile,0,-104.0,4
1,raw_Telia_Telia Sverige AB,0,-110.0,4
3,raw_Lebara_Vodafone,0,-108.0,4
1,raw_giffgaff_O2 - UK,4,-96.0,4
1,raw_SFR_La Poste,0,-84.0,4
1,raw_Odido_Ben,0,-86.0,4
1,raw_Vodafone_50+,-1,-108.0,2
2,raw_Superdrug Mobile_Three Mobile,0,-108.0,4
10,raw_SMARTY_SMARTY,0,-102.0,4
4,raw_giffgaff_O2 - UK,0,-104.0,4
1,raw_3_Three,3,-114.0,3
1,raw_Superdrug Mobile_Three Mobile,0,-102.0,4
1,raw_Telia_Telia Sverige AB,1,-112.0,4
1,raw_Lebara_vodafone UK,1,-114.0,4
1,raw_Popit Mobile_EE,0,-114.0,4
2,raw_SMARTY_SMARTY,1,-108.0,4
1,raw_Magenta-T-_T-Mobile/tele.ring,-1,-72.0,4
2,raw_SMARTY_3,0,-90.0,4
1,raw_EE_LycaMobile,-1,-100.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-82.0,3
1,raw_Orange_Netcom Group,4,-102.0,4
1,raw_SMARTY_SMARTY,6,-98.0,4
5,raw_One NZ_Vodafone,0,-112.0,4
1,raw_Talkmobile_vodafone UK,0,-88.0,4
2,raw_iD Mobile_iD,0,-78.0,3
1,raw_Vodafone_Lebara,-1,-132.0,4
1,raw_Digicel_Digicel,0,-106.0,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-96.0,4
1,raw_iD Mobile_iD,6,-120.0,4
6,raw_Popit Mobile_EE,0,-102.0,4
2,raw_Vodafone_Lebara,6,-106.0,4
6,raw_Lebara_EE,0,-108.0,4
1,raw_Lebara_EE,-1,-122.0,4
4,raw_Superdrug Mobile_Three Mobile,0,-116.0,4
2,raw_Magenta-T-_T-Mobile/tele.ring,0,-102.0,4
1,raw_Telia_Halebop,0,-104.0,4
10,raw_Tesco Mobile_O2,0,-104.0,4
1,raw_Lebara_Vodafone,0,-82.0,4
1,raw_Lebara_EE,3,-116.0,4
1,raw_Talk Talk_EE,0,-118.0,5G NSA
1,raw_Orange_XeNET,0,-100.0,4
3,raw_Lebara_Vodafone,0,-86.0,4
2,raw_Talk Talk_EE,0,-88.0,4
2,raw_One NZ_Vodafone,0,-104.0,4
5,raw_Ecotalk_EE,0,-120.0,4
1,raw_SFR_La Poste,1,-108.0,4
1,raw_Sky Mobile_O2,1,-106.0,4
1,raw_giffgaff_GiffGaff,3,-90.0,3
9,raw_iD Mobile_iD,0,-98.0,4
1,raw_SFR_La Poste,6,-94.0,4
1,raw_Vodafone_TalkMobile,6,-104.0,4
1,raw_One NZ_Vodafone,-1,-94.0,4
1,raw_Ecotalk_EE,0,-78.0,4
4,raw_giffgaff_O2 - UK,0,-86.0,4
3,raw_O2_LB,0,-88.0,4
1,raw_SFR_Coriolis ESP,0,-112.0,5G NSA
1,raw_AT&T_Telrite/Pure Talk,-1,-122.0,4
1,raw_giffgaff_O2 - UK,-1,-74.0,2
1,raw_Lebara_Vodafone,0,-72.0,5G NSA
1,raw_Sky Mobile_O2,0,-104.0,4
1,raw_Lebara_EE,3,-118.0,4
1,raw_Tesco Mobile_O2,6,-104.0,4
2,raw_Talk Talk_EE,-1,-100.0,4
6,raw_EE_LycaMobile,0,-114.0,4
1,raw_Vodafone_voda IT,0,-94.0,4
1,raw_POST_P&T Luxembourg,0,-82.0,4
4,raw_One NZ_Vodafone,0,-106.0,4
41,raw_giffgaff_O2 - UK,0,-90.0,4
2,raw_O2_LB,0,-106.0,4
1,raw_giffgaff_O2 - UK,1,-80.0,2
5,raw_Tesco Mobile_O2,0,-84.0,4
1,raw_Talk Talk_EE,6,-82.0,4
5,raw_Lebara_vodafone UK,0,-112.0,4
1,raw_EE_LycaMobile,1,-110.0,4
3,raw_Vodafone_TalkMobile,1,-110.0,4
1,raw_Ecotalk_EE,1,-70.0,4
1,raw_Vodafone_TalkMobile,1,-98.0,4
1,raw_Vodafone_hollandsnieuwe,0,-116.0,5G NSA
2,raw_Talk Talk_EE,0,-82.0,4
1,raw_O2_LB,0,-114.0,4
1,raw_Talk Talk_EE,1,-112.0,5G NSA
1,raw_iD Mobile_iD,3,-118.0,4
12,raw_Ecotalk_EE,0,-96.0,4
1,raw_Orange_Mobile O,0,-86.0,4
1,raw_Vodafone_Lebara,1,-118.0,4
9,raw_Vodafone_Lebara,0,-108.0,4
1,raw_Lebara_EE,0,-98.0,4
4,raw_Vodafone_Lebara,1,-114.0,4
1,raw_Vodafone_TRVL,-1,-88.0,4
1,raw_SMARTY_SMARTY,1,-106.0,4
4,raw_Talk Talk_EE,3,-52.0,2
1,raw_Vodafone_Lebara,0,-98.0,5G NSA
4,raw_Talk Talk_EE,0,-84.0,4
1,raw_One NZ_Vodafone,0,-80.0,5G NSA
1,raw_Personal_Telecom Personal S.A.,0,-98.0,4
1,raw_giffgaff_O2 - UK,0,-64.0,4
7,raw_Lebara_EE,1,-114.0,4
1,raw_Vodafone_TalkMobile,0,-90.0,5G NSA
1,raw_Lebara_Three Mobile,4,-108.0,4
2,raw_iD Mobile_iD,6,-106.0,4
2,raw_Tesco Mobile_O2,0,-90.0,4
2,raw_Lebara_Vodafone,-1,-112.0,4
1,raw_Yoigo_ACACIOPHONE,6,-100.0,4
1,raw_WindTre_3,0,-80.0,4
1,raw_giffgaff_O2 - UK,1,-98.0,2
3,raw_Vodafone_TalkMobile,0,-110.0,4
1,raw_WindTre_3,3,-116.0,4
2,raw_SMARTY_SMARTY,0,-100.0,4
1,raw_Ecotalk_EE,-1,-118.0,4
1,raw_Orange_eSIMsmart,0,-102.0,4
1,raw_Lebara_Vodafone,-1,-100.0,4
10,raw_iD Mobile_iD,0,-112.0,4
4,raw_giffgaff_O2 - UK,6,-98.0,4
5,raw_Lebara_EE,0,-116.0,4
1,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-98.0,4
1,raw_Odido_Ben,0,-96.0,4
1,raw_One NZ_Vodafone,0,-88.0,5G NSA
2,raw_iD Mobile_iD,1,-110.0,4
2,raw_Popit Mobile_EE,0,-104.0,4
1,raw_Nova_Nova,0,-94.0,4
2,raw_giffgaff_O2 - UK,6,-102.0,4
1,raw_3_iD Mobile,0,-100.0,4
2,raw_SFR_La Poste,0,-88.0,4
3,raw_O2_LB,0,-94.0,4
1,raw_Superdrug Mobile_Three Mobile,1,-110.0,4
1,raw_Lebara_EE,0,-104.0,4
1,raw_Magenta-T-_T-Mobile/tele.ring,1,-114.0,4
1,raw_EE_LycaMobile,6,-108.0,4
1,raw_One NZ_Vodafone,0,-94.0,4
1,raw_Tesco Mobile_O2,1,-82.0,4
2,raw_3_Smarty,0,-116.0,4
1,raw_Talk Talk_EE,0,-122.0,4
1,raw_SMARTY_3,6,-110.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-92.0,4
1,raw_Magenta-T-_Magenta Telekom,0,-102.0,4
1,raw_Tesco Mobile_O2,-1,-90.0,4
3,raw_Vodafone_Lebara,0,-84.0,4
21,raw_SMARTY_3,0,-106.0,4
23,raw_Ecotalk_EE,0,-116.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-94.0,3
1,raw_Lebara_vodafone UK,6,-104.0,4
8,raw_Vodafone_TalkMobile,0,-106.0,4
2,raw_Vodafone_Lebara,0,-78.0,4
1,raw_Lebara_EE,3,-110.0,4
1,raw_Lebara_Vodafone,0,-82.0,5G NSA
1,raw_Vodafone_TRVL,1,-110.0,4
1,raw_EE_LycaMobile,-1,-86.0,4
12,raw_Vodafone_Lebara,0,-102.0,4
1,raw_Vodafone_Lebara,-1,-122.0,4
36,raw_Ecotalk_EE,0,-106.0,4
5,raw_giffgaff_O2 - UK,0,-108.0,4
1,raw_Orange_ion mobile +,0,-100.0,4
1,raw_Vodafone_EE,0,-96.0,4
1,raw_giffgaff_O2 - UK,6,-82.0,4
1,raw_O2_LB,6,-102.0,4
1,raw_Vodafone_Lebara,3,-124.0,4
2,raw_Vodafone_TalkMobile,1,-102.0,4
5,raw_Popit Mobile_EE,0,-100.0,4
2,raw_Superdrug Mobile_Three Mobile,0,-86.0,4
13,raw_Ecotalk_EE,0,-92.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-124.0,4
2,raw_Vodafone_Lebara,0,-124.0,4
4,raw_Lebara_Vodafone,0,-94.0,4
2,raw_EE_LycaMobile,0,-116.0,4
2,raw_Vodafone_TalkMobile,0,-108.0,4
1,raw_Ecotalk_EE,1,-92.0,4
2,raw_3_iD Mobile,0,-96.0,4
1,raw_EE_LycaMobile,1,-114.0,4
1,raw_Sky Mobile_O2,0,-106.0,5G NSA
1,raw_Talk Talk_EE,-1,-120.0,4
6,raw_Tesco Mobile_O2,0,-100.0,4
2,raw_One NZ_Vodafone,0,-84.0,4
3,raw_3_iD Mobile,-1,-122.0,4
1,raw_Digicel_Cel*Star (Guyana) Inc.,0,-94.0,4
1,raw_Vodafone_Lebara,1,-112.0,5G NSA
5,raw_Popit Mobile_EE,0,-96.0,4
2,raw_SMARTY_SMARTY,0,-110.0,4
8,raw_EE_LycaMobile,0,-94.0,4
4,raw_Talk Talk_EE,0,-108.0,4
1,raw_O2_giffgaff,0,-82.0,4
1,raw_giffgaff_O2 - UK,0,-116.0,4
1,raw_Tesco Mobile_O2,1,-102.0,3
3,raw_Orange_Carrefour,0,-106.0,4
1,raw_iD Mobile_iD,-1,-122.0,4
1,raw_Lebara_EE,1,-106.0,4
1,raw_WindTre_3,0,-116.0,4
8,raw_EE_LycaMobile,0,-96.0,4
4,raw_EE_LycaMobile,0,-100.0,4
3,raw_3_Three,0,-104.0,3
2,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-100.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-104.0,4
1,raw_iD Mobile_iD,0,-122.0,4
1,raw_One NZ_Vodafone,3,-118.0,4
11,raw_iD Mobile_iD,0,-100.0,4
1,raw_Proximus_Virgin Media Ireland,-1,-84.0,2
3,raw_Lebara_EE,0,-92.0,4
1,raw_Talk Talk_EE,6,-78.0,4
1,raw_3_3 UK*4' Xx ZRx6zg c zT,0,-76.0,3
2,raw_3_Smarty,0,-110.0,4
1,raw_Vodafone_Lebara,0,-118.0,4
1,raw_Lebara_EE,0,-90.0,4
1,raw_Talk Talk_EE,0,-92.0,4
2,raw_Sky Mobile_O2,0,-92.0,4
1,raw_3_iD Mobile,0,-106.0,4
1,raw_One NZ_Vodafone,1,-80.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-74.0,3
2,raw_Ecotalk_EE,6,-108.0,4
9,raw_Ecotalk_EE,1,-116.0,4
1,raw_T-Mobile_Ting - MVNO1,0,-118.0,4
1,raw_Telia_Telia Sverige AB,-1,-124.0,4
1,raw_Superdrug Mobile_Three Mobile,-1,-92.0,3
6,raw_EE_LycaMobile,0,-112.0,4
5,raw_iD Mobile_iD,0,-118.0,4
1,raw_Lebara_Vodafone,6,-80.0,4
1,raw_Vodafone_Lebara,0,-120.0,4
1,raw_Sky Mobile_Three Mobile,0,-120.0,4
1,raw_SMARTY_3,5,-118.0,4
1,raw_Vodafone_50+,0,-84.0,4
1,raw_Vodafone_TalkMobile,1,-114.0,4
1,raw_Ecotalk_EE,6,-84.0,4
1,raw_Vodafone_50+,-1,-110.0,2
1,raw_Orange_EASYSIM4U,0,-120.0,5G NSA
6,raw_Vodafone_TalkMobile,0,-102.0,4
1,raw_Lebara_Vodafone,0,-80.0,4
1,raw_Tesco Mobile_O2,0,-68.0,4
1,raw_Lebara_Vodafone,0,-76.0,4
2,raw_iD Mobile_iD,-1,-118.0,4
1,raw_Popit Mobile_EE,3,-108.0,4
2,raw_giffgaff_O2 - UK,0,-118.0,4
1,raw_Vodafone_26801,0,-98.0,4
1,raw_Antel_Ancel,-1,-86.0,4
1,raw_Vodafone_hollandsnieuwe.,0,-96.0,4
1,raw_Orange_WOO-FI,0,-104.0,4
1,raw_Lebara_Vodafone,1,-120.0,4
3,raw_Vodafone_Lebara,0,-90.0,4
2,raw_One NZ_Vodafone,0,-86.0,4
1,raw_Tesco Mobile_O2,-1,-106.0,2
3,raw_Vodafone_Lebara,0,-88.0,4
12,raw_EE_LycaMobile,0,-110.0,4
3,raw_SFR_La Poste,0,-108.0,4
2,raw_Popit Mobile_EE,0,-110.0,5G NSA
1,raw_Vodafone_voda UK,0,-94.0,4
1,raw_Odido_Ben,0,-90.0,4
8,raw_Ecotalk_EE,1,-108.0,4
1,raw_One NZ_Vodafone,1,-102.0,4
1,raw_Lebara_EE,0,-68.0,4
10,raw_iD Mobile_iD,0,-52.0,3
1,raw_Sky Mobile_O2,1,-102.0,5G NSA
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-82.0,4
6,raw_EE_LycaMobile,0,-108.0,4
2,raw_Popit Mobile_EE,0,-88.0,4
12,raw_iD Mobile_iD,0,-110.0,4
1,raw_3_Three,6,-108.0,3
1,raw_spusu_Spusu AT,1,-106.0,3
1,raw_iD Mobile_iD,0,-82.0,4
6,raw_Tesco Mobile_O2,0,-98.0,4
2,raw_Tesco Mobile_O2,0,-92.0,4
1,raw_Ecotalk_EE,0,-80.0,4
1,raw_Talk Talk_EE,0,-80.0,4
1,raw_Vodafone_Tal hf,-1,-52.0,2
2,raw_Lebara_EE,0,-82.0,4
3,raw_Lebara_Vodafone,1,-112.0,4
1,raw_Vodafone_50+,0,-114.0,4
2,raw_3_iD Mobile,0,-98.0,4
1,raw_Vodafone_Lebara,0,-108.0,5G NSA
1,raw_Popit Mobile_EE,0,-106.0,5G NSA
1,raw_iD Mobile_iD,3,-96.0,4
2,raw_Lebara_Vodafone,6,-90.0,4
1,raw_iD Mobile_iD,3,-124.0,4
1,raw_Vodafone_TalkMobile,6,-98.0,4
13,raw_iD Mobile_iD,0,-104.0,4
4,raw_Lebara_EE,0,-118.0,4
1,raw_O2_giffgaff,0,-100.0,4
1,raw_Vodafone_Lebara,6,-100.0,4
2,raw_3_iD Mobile,0,-88.0,4
1,raw_Vodafone_Lebara,0,-92.0,4
2,raw_giffgaff_O2 - UK,6,-84.0,4
3,raw_EE_LycaMobile,0,-82.0,4
11,raw_Tesco Mobile_O2,0,-112.0,4
13,raw_SMARTY_SMARTY,0,-106.0,4
3,raw_EE_LycaMobile,0,-78.0,4
9,raw_Ecotalk_EE,1,-118.0,4
1,raw_iD Mobile_iD,1,-86.0,4
2,raw_Vodafone_TalkMobile,1,-122.0,4
2,raw_3_iD Mobile,1,-108.0,4
1,raw_Lebara_Vodafone,6,-92.0,4
1,raw_giffgaff_O2 - UK,3,-92.0,2
3,raw_Lebara_Vodafone,0,-116.0,4
4,raw_SMARTY_3,0,-114.0,4
1,raw_Tesco Mobile_O2,-1,-104.0,2
1,raw_Orange_Carrefour,1,-92.0,4
11,raw_Ecotalk_EE,1,-110.0,4
33,raw_Ecotalk_EE,0,-104.0,4
1,raw_Popit Mobile_EE,0,-80.0,4
1,raw_Vodafone_Lebara,6,-92.0,4
1,raw_Hot Mobile_Hot Mobile,1,-108.0,4
1,raw_Vodafone_Lebara,0,-74.0,4
2,raw_Lebara_Vodafone,1,-118.0,4
5,raw_Lebara_Vodafone,0,-114.0,4
1,raw_Telia_Telia Sverige AB,0,-86.0,4
3,raw_Odido_Ben,0,-92.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-62.0,3
3,raw_iD Mobile_iD,0,-90.0,3
1,raw_giffgaff_O2 - UK,1,-92.0,4
1,raw_O2_LB,0,-68.0,4
1,raw_Vodafone_Vodaphone,1,-96.0,4
2,raw_SMARTY_SMARTY,-1,-102.0,4
1,raw_Lebara_EE,-1,-114.0,4
4,raw_Ecotalk_EE,1,-126.0,4
2,raw_ASDA Mobile_O2,0,-92.0,4
1,raw_Ecotalk_EE,-1,-124.0,4
1,raw_Ecotalk_EE,6,-96.0,4
2,raw_3_Smarty,0,-104.0,4
6,raw_EE_LycaMobile,0,-74.0,4
1,raw_3_Smarty,0,-122.0,4
1,raw_giffgaff_O2 - UK,0,-66.0,4
1,raw_Vodafone_Lebara,-1,-112.0,4
1,raw_Yoigo_Hits,0,-94.0,4
1,raw_giffgaff_O2 - UK,1,-106.0,4
1,raw_WindTre_3,1,-102.0,4
1,raw_SFR Réunion_Société Réunionnaise du Radiotéléphone,0,-84.0,4
1,raw_3_Smarty,0,-112.0,4
8,raw_Vodafone_Lebara,0,-94.0,4
1,raw_Talk Talk_EE,-1,-102.0,4
2,raw_giffgaff_O2 - UK,6,-100.0,4
1,raw_giffgaff_O2 - UK,0,-82.0,3
1,raw_3_Three,3,-100.0,3
1,raw_Telia_Halebop,0,-86.0,4
1,raw_Talk Talk_EE,1,-124.0,4
1,raw_One NZ_Vodafone,4,-92.0,4
1,raw_giffgaff_O2 - UK,1,-102.0,4
1,raw_Ecotalk_EE,0,-74.0,4
1,raw_3_iD Mobile,0,-86.0,4
1,raw_Yoigo_ehtelco,0,-108.0,4
2,raw_SMARTY_SMARTY,0,-96.0,4
1,raw_Orange_EASYSIM4U,0,-96.0,5G NSA
1,raw_EE_LycaMobile,6,-86.0,4
1,raw_SMARTY_SMARTY,6,-102.0,4
1,raw_Yoigo_ACACIOPHONE,0,-100.0,4
1,raw_One NZ_Vodafone,0,-92.0,4
1,raw_3_Three,1,-110.0,3
6,raw_Lebara_EE,0,-110.0,4
5,raw_Tesco Mobile_O2,0,-94.0,4
1,raw_Yoigo_Insytec,0,-106.0,4
1,raw_Superdrug Mobile_Three Mobile,0,-92.0,4
